Item Fat Content	Item Identifier	Item Type	Outlet Establishment Year	Outlet Identifier	Outlet Location Type	Outlet Size	Outlet Type	Total Sales	Rating
Regular	FDP40	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	110.1544	3.4
Regular	FDV20	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	129.1678	3.4
Regular	FDB57	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	222.0772	3.4
Regular	FDX31	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	234.9958	3.4
Low Fat	FDO40	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	148.8392	3.4
Low Fat	FDZ52	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	111.8886	3.4
Low Fat	FDX20	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	226.972	3.4
Regular	FDF29	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	128.831	3.4
Regular	FDQ07	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	221.5456	3.4
low fat	FDX45	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	156.963	3.4
Low Fat	FDP60	Baking Goods	1998	OUT027	Tier 3	Medium	Supermarket Type3	100.3016	3.4
Low Fat	NCI43	Household	1998	OUT027	Tier 3	Medium	Supermarket Type3	48.6376	3.4
Low Fat	FDG31	Meat	1998	OUT027	Tier 3	Medium	Supermarket Type3	64.4826	3.4
Regular	FDW38	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	54.8298	3.4
Regular	FDP36	Baking Goods	2022	OUT018	Tier 3	Medium	Supermarket Type2	51.4008	3.3
Low Fat	NCD06	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	45.906	3.3
low fat	DRE60	Soft Drinks	1998	OUT019	Tier 1	Small	Grocery Store	225.372	3.3
Low Fat	NCO26	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	117.5492	3.3
low fat	FDF20	Fruits and Vegetables	2015	OUT045	Tier 2	Small	Supermarket Type1	198.4768	3.3
Low Fat	FDT59	Breads	2017	OUT035	Tier 2	Small	Supermarket Type1	231.1668	3.3
Low Fat	NCR41	Health and Hygiene	2015	OUT045	Tier 2	Medium	Supermarket Type1	97.0094	3.3
Regular	FDF53	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	182.2318	3.3
Low Fat	DRF15	Dairy	2022	OUT018	Tier 3	Medium	Supermarket Type2	155.034	3.3
Low Fat	NCL53	Health and Hygiene	2010	OUT046	Tier 1	Small	Supermarket Type1	175.3028	3.3
Low Fat	DRE12	Soft Drinks	1998	OUT027	Tier 3	Medium	Supermarket Type3	112.886	3.3
Low Fat	FDS51	Meat	2012	OUT049	Tier 1	Medium	Supermarket Type1	61.4194	3.3
Low Fat	FDX59	Breads	1998	OUT027	Tier 3	Medium	Supermarket Type3	33.0558	3.3
Low Fat	FDC26	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	112.2886	3.3
Low Fat	FDI44	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	76.0328	3.3
Low Fat	NCQ53	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	237.759	3.3
Regular	FDN25	Breakfast	2012	OUT049	Tier 1	Medium	Supermarket Type1	56.7588	3.3
Regular	FDZ08	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	83.6592	3.3
Regular	FDG33	Seafood	2012	OUT049	Tier 1	Medium	Supermarket Type1	169.7764	3.3
Regular	FDU46	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	88.254	3.3
Regular	FDC59	Starchy Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	63.6168	3.3
Regular	FDZ07	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	62.3194	3.3
Low Fat	FDU38	Dairy	1998	OUT019	Tier 1	Small	Grocery Store	190.6504	3.3
Low Fat	NCN41	Health and Hygiene	1998	OUT019	Tier 1	Small	Grocery Store	121.373	3.3
Low Fat	NCX05	Health and Hygiene	1998	OUT019	Tier 1	Small	Grocery Store	116.2492	3.3
Low Fat	DRJ24	Soft Drinks	1998	OUT019	Tier 1	Small	Grocery Store	185.2924	3.3
Regular	FDU33	Snack Foods	1998	OUT019	Tier 1	Small	Grocery Store	46.1402	3.3
Low Fat	FDT48	Baking Goods	2010	OUT046	Tier 1	Small	Supermarket Type1	199.1084	3.3
Low Fat	FDG24	Baking Goods	2010	OUT046	Tier 1	Small	Supermarket Type1	84.525	3.3
Low Fat	FDY50	Dairy	2010	OUT046	Tier 1	Small	Supermarket Type1	90.3172	3.3
Low Fat	FDP26	Dairy	2010	OUT046	Tier 1	Small	Supermarket Type1	105.6306	3.3
Low Fat	FDA14	Dairy	2010	OUT046	Tier 1	Small	Supermarket Type1	148.076	3.3
Low Fat	NCV29	Health and Hygiene	2010	OUT046	Tier 1	Small	Supermarket Type1	177.8686	3.3
Low Fat	FDW34	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	244.417	3.3
Low Fat	DRD25	Soft Drinks	2010	OUT046	Tier 1	Small	Supermarket Type1	114.286	3.3
Regular	FDL48	Baking Goods	2010	OUT046	Tier 1	Small	Supermarket Type1	48.8034	3.3
Regular	FDJ38	Canned	2010	OUT046	Tier 1	Small	Supermarket Type1	188.753	3.3
Regular	FDF39	Dairy	2010	OUT046	Tier 1	Small	Supermarket Type1	262.591	3.3
Regular	FDA27	Dairy	2010	OUT046	Tier 1	Small	Supermarket Type1	256.8672	3.3
Regular	FDE41	Frozen Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	83.3566	3.3
Regular	FDS04	Frozen Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	138.6838	3.3
Regular	FDP44	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	101.3332	3.3
Low Fat	FDR23	Breads	2015	OUT045	Tier 2	Medium	Supermarket Type1	176.237	3.3
Low Fat	FDD51	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	44.7744	3.3
Low Fat	DRN11	Hard Drinks	2015	OUT045	Tier 2	Medium	Supermarket Type1	143.5444	3.3
Low Fat	NCO29	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	165.6526	3.3
Low Fat	NCZ41	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	125.2704	3.3
Low Fat	NCW54	Household	2015	OUT045	Tier 2	Small	Supermarket Type1	56.9588	3.3
Low Fat	DRE15	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	75.7012	3.3
Low Fat	DRD27	Dairy	2020	OUT017	Tier 2	Small	Supermarket Type1	99.0042	3.3
Low Fat	FDM40	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	143.1154	3.3
Low Fat	FDL20	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	109.4886	3.3
Low Fat	FDB32	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	94.7778	3.3
Low Fat	NCP53	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	237.2906	3.3
Low Fat	NCX17	Health and Hygiene	2020	OUT017	Tier 2	Small	Supermarket Type1	231.23	3.3
Low Fat	NCZ18	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	253.4698	3.3
Low Fat	NCD55	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	41.1454	3.3
Low Fat	FDD34	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	163.521	3.3
Low Fat	FDS57	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	141.547	3.3
Low Fat	FDI33	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	90.3146	3.3
Low Fat	FDY45	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	253.7356	3.3
Low Fat	FDR21	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	175.137	3.3
Low Fat	FDH10	Snack Foods	2020	OUT017	Tier 2	High	Supermarket Type1	193.8478	3.3
Regular	FDQ47	Breads	2015	OUT045	Tier 2	High	Supermarket Type1	33.6874	3.3
Regular	FDQ55	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	115.5834	3.3
Regular	FDP08	Fruits and Vegetables	2015	OUT045	Tier 2	High	Supermarket Type1	195.5478	3.3
Regular	FDD10	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	178.2344	3.3
Regular	FDO52	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	171.0106	3.3
Regular	FDZ28	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	125.8678	3.3
Low Fat	NCE06	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	159.7894	3.3
Low Fat	NCN26	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	115.1808	3.3
Low Fat	DRG36	Soft Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	172.3106	3.3
Low Fat	FDX23	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	96.4436	3.3
Low Fat	FDZ56	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	166.4474	3.3
Low Fat	FDL20	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	111.9886	3.3
Low Fat	NCU54	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	210.727	3.3
Low Fat	NCO18	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	177.4686	3.3
Low Fat	NCI42	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	207.1954	3.3
Low Fat	FDD34	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	161.321	3.3
Regular	FDL48	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	48.7034	3.3
Regular	FDR44	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	128.4968	3.3
Low Fat	NCE06	Household	2011	OUT010	Tier 3	Medium	Grocery Store	162.4894	3.3
Low Fat	FDD36	Baking Goods	2011	OUT010	Tier 3	Medium	Grocery Store	119.9124	3.3
Low Fat	NCY18	Household	2011	OUT010	Tier 3	Medium	Grocery Store	174.9054	3.3
Low Fat	FDG31	Meat	2011	OUT010	Tier 3	High	Grocery Store	65.4826	3.3
Low Fat	FDT46	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	49.0008	3.3
Low Fat	DRC25	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	85.5882	3.3
Low Fat	DRI25	Soft Drinks	2011	OUT010	Tier 3	High	Grocery Store	55.6614	3.3
Low Fat	FDI44	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	78.4328	3.3
Low Fat	FDA36	Baking Goods	2000	OUT013	Tier 3	High	Supermarket Type1	186.5924	3.3
Low Fat	FDS47	Breads	2000	OUT013	Tier 3	High	Supermarket Type1	89.1856	3.3
Low Fat	FDJ41	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	260.0594	3.3
Low Fat	FDN15	Meat	2000	OUT013	Tier 3	High	Supermarket Type1	139.918	3.3
Low Fat	NCL31	Others	2000	OUT013	Tier 3	High	Supermarket Type1	141.447	3.3
Low Fat	NCN07	Others	2000	OUT013	Tier 3	High	Supermarket Type1	130.9284	3.3
Low Fat	FDL22	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	90.7488	3.3
Regular	FDX27	Dairy	2000	OUT013	Tier 3	High	Supermarket Type1	92.9436	3.3
Regular	FDE28	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	231.3668	3.3
Regular	FDB56	Fruits and Vegetables	2000	OUT013	Tier 3	High	Supermarket Type1	186.8556	3.3
Regular	FDM27	Meat	2000	OUT013	Tier 3	High	Supermarket Type1	157.9946	3.3
low fat	FDQ21	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	119.3756	3.3
Regular	FDU21	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	32.3558	3.3
Low Fat	FDP23	Breads	2022	OUT018	Tier 3	Medium	Supermarket Type2	218.3166	3.3
Low Fat	FDJ16	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	58.9246	3.3
Low Fat	NCF31	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	150.6024	3.3
Low Fat	NCB55	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	57.5562	3.3
Low Fat	FDB10	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	234.859	3.3
Low Fat	FDY10	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	113.0176	3.3
Regular	FDZ25	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	169.379	3.3
Regular	FDH53	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	82.8592	3.3
Regular	FDO45	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	86.3856	3.3
Regular	FDC34	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	157.6972	3.3
Regular	FDC59	Starchy Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	64.4168	3.3
Low Fat	DRI03	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	175.3028	3.3
Low Fat	FDZ40	Frozen Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	55.7298	3.3
Low Fat	NCZ17	Health and Hygiene	1998	OUT027	Tier 3	Medium	Supermarket Type3	39.8506	3.3
Low Fat	NCZ53	Health and Hygiene	1998	OUT027	Tier 3	Medium	Supermarket Type3	190.4214	3.3
Regular	FDI50	Canned	1998	OUT027	Tier 3	Medium	Supermarket Type3	228.0352	3.3
Regular	FDZ26	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	237.5222	3.3
Regular	FDT27	Meat	1998	OUT027	Tier 3	Medium	Supermarket Type3	232.9616	3.3
Regular	FDW15	Meat	1998	OUT027	Tier 3	Medium	Supermarket Type3	147.3734	3.3
Low Fat	NCI17	Health and Hygiene	2000	OUT013	Tier 3	High	Supermarket Type1	96.341	3.2
Low Fat	FDA44	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	55.393	3.2
Low Fat	NCF42	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	176.0712	3.2
Regular	FDX35	Breads	2000	OUT013	Tier 3	High	Supermarket Type1	226.3036	3.2
Low Fat	NCC43	Household	2020	OUT017	Tier 2	Medium	Supermarket Type1	250.9066	3.2
Low Fat	FDU25	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	59.2246	3.2
Low Fat	NCR18	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	42.5112	3.2
Low Fat	NCF30	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	125.2362	3.2
Low Fat	DRF60	Soft Drinks	2012	OUT049	Tier 1	Medium	Supermarket Type1	239.9564	3.2
Regular	FDJ38	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	191.453	3.2
Regular	FDB29	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	113.9176	3.2
Regular	FDN34	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	168.2132	3.2
Regular	FDR22	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	112.9544	3.2
Low Fat	FDV32	Fruits and Vegetables	1998	OUT019	Tier 1	Small	Grocery Store	64.151	3.2
Regular	FDA02	Dairy	1998	OUT019	Tier 1	Small	Grocery Store	143.1786	3.2
Regular	FDS33	Snack Foods	1998	OUT019	Tier 1	Small	Grocery Store	86.8514	3.2
Low Fat	FDN57	Snack Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	142.0154	3.2
Regular	FDU15	Meat	2010	OUT046	Tier 1	Small	Supermarket Type1	35.1532	3.2
Low Fat	FDQ13	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	82.3908	3.2
Low Fat	NCQ05	Health and Hygiene	2015	OUT045	Tier 2	Small	Supermarket Type1	150.8708	3.2
Low Fat	DRI49	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	82.9276	3.2
Low Fat	FDF52	Frozen Foods	2020	OUT017	Tier 2	Small	Supermarket Type1	182.9292	3.2
Low Fat	FDS43	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	185.924	3.2
Low Fat	NCP14	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	106.3306	3.2
Low Fat	FDG47	Starchy Foods	2020	OUT017	Tier 2	High	Supermarket Type1	262.8252	3.2
Regular	FDC16	Dairy	2015	OUT045	Tier 2	High	Supermarket Type1	84.954	3.2
Regular	FDM57	Snack Foods	2015	OUT045	Tier 2	High	Supermarket Type1	83.4908	3.2
Regular	FDA01	Canned	2020	OUT017	Tier 2	High	Supermarket Type1	60.2904	3.2
Regular	FDG22	Snack Foods	2020	OUT017	Tier 2	Medium	Supermarket Type1	37.219	3.2
Low Fat	FDP60	Baking Goods	2017	OUT035	Tier 2	Small	Supermarket Type1	99.8016	3.2
Low Fat	FDX26	Dairy	2017	OUT035	Tier 2	Small	Supermarket Type1	180.6292	3.2
Low Fat	FDT28	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	149.4708	3.2
Low Fat	DRM23	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	170.6422	3.2
Low Fat	FDK33	Snack Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	211.556	3.2
Regular	FDP44	Fruits and Vegetables	2017	OUT035	Tier 2	Small	Supermarket Type1	100.6332	3.2
Low Fat	FDU38	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	191.4504	3.2
Low Fat	FDU14	Dairy	2011	OUT010	Tier 3	Medium	Grocery Store	249.575	3.2
Low Fat	NCB18	Household	2011	OUT010	Tier 3	High	Grocery Store	90.1514	3.2
Low Fat	FDL33	Snack Foods	2011	OUT010	Tier 3	High	Grocery Store	197.5452	3.2
Regular	FDQ31	Fruits and Vegetables	2011	OUT010	Tier 3	High	Grocery Store	89.8856	3.2
Low Fat	NCT17	Health and Hygiene	2000	OUT013	Tier 3	High	Supermarket Type1	186.6214	3.2
Low Fat	DRE27	Dairy	2000	OUT013	Tier 3	High	Supermarket Type1	97.2726	3.2
Low Fat	NCZ29	Health and Hygiene	2000	OUT013	Tier 3	High	Supermarket Type1	125.7362	3.2
Regular	FDB36	Baking Goods	2000	OUT013	Tier 3	High	Supermarket Type1	131.2626	3.2
low fat	FDU02	Dairy	2000	OUT013	Tier 3	High	Supermarket Type1	230.6352	3.2
Low Fat	NCW17	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	128.6994	3.2
Low Fat	NCQ54	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	167.6474	3.2
Regular	FDX32	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	142.5786	3.2
Low Fat	FDW48	Baking Goods	1998	OUT027	Tier 3	Medium	Supermarket Type3	81.3618	3.2
Low Fat	FDO23	Breads	1998	OUT027	Tier 3	Medium	Supermarket Type3	94.3436	3.2
Low Fat	FDY55	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	255.7988	3.2
Regular	FDZ23	Baking Goods	1998	OUT027	Tier 3	Medium	Supermarket Type3	187.124	3.2
Regular	FDB04	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	88.9856	3.2
Regular	FDJ55	Meat	1998	OUT027	Tier 3	Medium	Supermarket Type3	223.8404	3.2
Regular	FDI10	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	171.4422	3.2
Regular	FDQ28	Frozen Foods	2000	OUT013	Tier 3	High	Supermarket Type1	154.5656	3.1
Low Fat	DRH03	Dairy	1998	OUT019	Tier 1	Small	Grocery Store	91.812	3.1
Low Fat	DRK37	Soft Drinks	2010	OUT046	Tier 1	Small	Supermarket Type1	188.853	3.1
Regular	FDS58	Snack Foods	2000	OUT013	Tier 3	High	Supermarket Type1	158.6578	3.1
Regular	FDS28	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	56.9588	3.1
Low Fat	FDD50	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	171.0132	3.1
Low Fat	FDT31	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	188.1872	3.1
Low Fat	NCK29	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	124.773	3.1
Low Fat	NCA41	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	191.6162	3.1
Low Fat	NCQ30	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	123.0414	3.1
Low Fat	NCU42	Household	2012	OUT049	Tier 1	Medium	Supermarket Type1	170.0474	3.1
Low Fat	NCN43	Others	2012	OUT049	Tier 1	Medium	Supermarket Type1	124.473	3.1
Regular	FDY49	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	166.6184	3.1
Regular	FDJ44	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	176.3396	3.1
Regular	FDZ21	Snack Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	94.641	3.1
Low Fat	NCV54	Household	1998	OUT019	Tier 1	Small	Grocery Store	119.3124	3.1
Low Fat	FDZ33	Snack Foods	1998	OUT019	Tier 1	Small	Grocery Store	146.4076	3.1
Low Fat	FDY59	Baking Goods	2010	OUT046	Tier 1	Small	Supermarket Type1	93.8462	3.1
Regular	FDM24	Baking Goods	2010	OUT046	Tier 1	Small	Supermarket Type1	152.8366	3.1
Regular	FDH44	Fruits and Vegetables	2010	OUT046	Tier 1	Small	Supermarket Type1	145.7418	3.1
Low Fat	FDX50	Dairy	2015	OUT045	Tier 2	Medium	Supermarket Type1	110.7228	3.1
Low Fat	FDW47	Breads	2015	OUT045	Tier 2	Medium	Supermarket Type1	123.8414	3.1
Low Fat	NCA29	Household	2020	OUT017	Tier 2	Small	Supermarket Type1	171.1106	3.1
Low Fat	FDL43	Meat	2020	OUT017	Tier 2	High	Supermarket Type1	76.067	3.1
Regular	FDE17	Frozen Foods	2020	OUT017	Tier 2	High	Supermarket Type1	150.9366	3.1
Regular	FDF45	Fruits and Vegetables	2020	OUT017	Tier 2	Medium	Supermarket Type1	60.0904	3.1
Regular	FDG14	Canned	2015	OUT045	Tier 2	Medium	Supermarket Type1	150.9024	3.1
Low Fat	FDT40	Frozen Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	125.2678	3.1
Low Fat	DRM47	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	192.9846	3.1
Low Fat	NCH29	Health and Hygiene	2017	OUT035	Tier 2	Small	Supermarket Type1	96.7726	3.1
Low Fat	NCZ42	Household	2017	OUT035	Tier 2	Small	Supermarket Type1	235.8248	3.1
Regular	FDC59	Starchy Foods	2017	OUT035	Tier 2	Small	Supermarket Type1	65.5168	3.1
Low Fat	FDC26	Canned	2011	OUT010	Tier 3	Medium	Grocery Store	110.9886	3.1
Regular	FDD38	Canned	2011	OUT010	Tier 3	High	Grocery Store	100.2674	3.1
Low Fat	NCI43	Household	2000	OUT013	Tier 3	High	Supermarket Type1	46.9376	3.1
Low Fat	NCP53	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	236.6906	3.1
Low Fat	NCQ41	Health and Hygiene	2022	OUT018	Tier 3	Medium	Supermarket Type2	193.7794	3.1
Low Fat	NCO54	Household	2022	OUT018	Tier 3	Medium	Supermarket Type2	57.1614	3.1
Low Fat	FDQ46	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	111.7544	3.1
Low Fat	FDK46	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	258.062	3.1
Low Fat	DRL60	Soft Drinks	2022	OUT018	Tier 3	Medium	Supermarket Type2	151.0682	3.1
Regular	FDL25	Breakfast	2022	OUT018	Tier 3	Medium	Supermarket Type2	90.5804	3.1
Regular	FDC29	Frozen Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	114.0176	3.1
Low Fat	FDA50	Dairy	1998	OUT027	Tier 3	Medium	Supermarket Type3	98.141	3.1
Low Fat	FDL10	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	99.5042	3.1
Regular	FDZ25	Canned	1998	OUT027	Tier 3	Medium	Supermarket Type3	169.379	3.1
Regular	FDS32	Fruits and Vegetables	1998	OUT027	Tier 3	Medium	Supermarket Type3	141.9838	3.1
Regular	FDR15	Meat	1998	OUT027	Tier 3	Medium	Supermarket Type3	153.8314	3.1
Regular	FDW22	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	222.0114	3.1
Regular	FDS02	Dairy	1998	OUT019	Tier 1	Small	Grocery Store	196.8794	3
Regular	FDC29	Frozen Foods	2010	OUT046	Tier 1	Small	Supermarket Type1	114.0176	3
Regular	FDJ38	Canned	2017	OUT035	Tier 2	Small	Supermarket Type1	190.153	3
Low Fat	FDK44	Fruits and Vegetables	2020	OUT017	Tier 2	Small	Supermarket Type1	173.0738	3
Low Fat	DRF27	Dairy	1998	OUT019	Tier 1	Small	Grocery Store	152.134	3
Regular	FDZ32	Fruits and Vegetables	2022	OUT018	Tier 3	Medium	Supermarket Type2	103.1964	3
Low Fat	DRE60	Soft Drinks	2015	OUT045	Tier 2	Small	Supermarket Type1	224.972	3
Low Fat	FDB17	Frozen Foods	2015	OUT045	Tier 2	Small	Supermarket Type1	181.2976	3
Low Fat	FDX14	Dairy	1998	OUT019	Tier 1	Small	Grocery Store	74.0354	3
Low Fat	FDU52	Frozen Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	157.263	3
Low Fat	FDZ22	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	84.925	3
Low Fat	NCQ50	Household	2020	OUT017	Tier 2	Medium	Supermarket Type1	211.7218	3
Regular	FDG38	Canned	2000	OUT013	Tier 3	High	Supermarket Type1	83.3224	3
Low Fat	FDK15	Meat	2012	OUT049	Tier 1	Medium	Supermarket Type1	98.3042	3
Low Fat	NCL19	Others	2000	OUT013	Tier 3	High	Supermarket Type1	143.947	3
Regular	FDO10	Snack Foods	2015	OUT045	Tier 2	Medium	Supermarket Type1	55.8588	3
Low Fat	DRK35	Hard Drinks	2017	OUT035	Tier 2	Small	Supermarket Type1	36.1506	3
Low Fat	FDN21	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	163.1236	3
Low Fat	FDB34	Snack Foods	2022	OUT018	Tier 3	Medium	Supermarket Type2	85.2198	3
Low Fat	FDA45	Snack Foods	1998	OUT027	Tier 3	Medium	Supermarket Type3	177.637	3
Low Fat	FDT49	Canned	2020	OUT017	Tier 2	Medium	Supermarket Type1	105.728	3
Low Fat	FDC26	Canned	2022	OUT018	Tier 3	Medium	Supermarket Type2	110.6886	3
Low Fat	FDI26	Canned	2012	OUT049	Tier 1	Medium	Supermarket Type1	177.3344	3
Low Fat	FDI15	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	263.7884	3
Low Fat	FDA14	Dairy	2012	OUT049	Tier 1	Medium	Supermarket Type1	145.076	3
Low Fat	FDG53	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	138.118	3
Low Fat	FDS40	Frozen Foods	2012	OUT049	Tier 1	Medium	Supermarket Type1	38.419	3
Low Fat	FDP32	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	126.7678	3
Low Fat	FDS55	Fruits and Vegetables	2012	OUT049	Tier 1	Medium	Supermarket Type1	147.3734	3
Low Fat	NCC42	Health and Hygiene	2012	OUT049	Tier 1	Medium	Supermarket Type1	140.8838	3
